DATAFLOW,LAST UPDATE,freq,indic_env,material,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Croatia,2021,1111,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Hungary,2010,1730,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Hungary,2011,2043,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Hungary,2012,2203,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Hungary,2013,2293,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Hungary,2014,2287,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Hungary,2015,2197,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Hungary,2016,2309,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Hungary,2017,2551,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Hungary,2018,2551,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Hungary,2019,2529,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Hungary,2020,2406,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Hungary,2021,2880,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Ireland,2010,1194,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Ireland,2011,1452,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Ireland,2012,1318,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Ireland,2013,1271,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Ireland,2014,1297,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Ireland,2015,1253,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Ireland,2016,1321,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Ireland,2017,1397,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Ireland,2018,1502,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Ireland,2019,1443,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Ireland,2020,1363,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Ireland,2021,1561,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Italy,2010,5078,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Italy,2011,5439,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Italy,2012,5925,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Italy,2013,5344,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Italy,2014,5469,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Italy,2015,5123,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Italy,2016,5684,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Italy,2017,5440,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Italy,2018,5586,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Italy,2019,5078,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Italy,2020,4909,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Italy,2021,4634,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Lithuania,2010,936,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Lithuania,2011,1054,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Lithuania,2012,1063,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Lithuania,2013,956,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Lithuania,2014,1085,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Lithuania,2015,1040,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Lithuania,2016,1155,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Lithuania,2017,1472,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Lithuania,2018,1464,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Lithuania,2019,1348,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Lithuania,2020,1631,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Lithuania,2021,1886,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Luxembourg,2010,507,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Luxembourg,2011,526,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Luxembourg,2012,514,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Luxembourg,2013,451,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Luxembourg,2014,443,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Luxembourg,2015,415,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Luxembourg,2016,429,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Luxembourg,2017,500,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Luxembourg,2018,453,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Luxembourg,2019,351,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Luxembourg,2020,306,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Luxembourg,2021,338,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Latvia,2010,627,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Latvia,2011,749,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Latvia,2012,719,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Latvia,2013,866,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Latvia,2014,754,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Latvia,2015,745,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Latvia,2016,697,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Latvia,2017,752,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Latvia,2018,825,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Latvia,2019,714,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Latvia,2020,843,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Latvia,2021,1018,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Malta,2010,49,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Malta,2011,68,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Malta,2012,62,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Malta,2013,57,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Malta,2014,79,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Malta,2015,62,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Malta,2016,72,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Malta,2017,77,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Malta,2018,178,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Malta,2019,67,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Malta,2020,68,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Malta,2021,76,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Netherlands,2010,21209,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Netherlands,2011,18574,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Netherlands,2012,18465,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Netherlands,2013,17118,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Netherlands,2014,16887,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Netherlands,2015,16923,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Netherlands,2016,17957,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Netherlands,2017,18128,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Netherlands,2018,17915,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Netherlands,2019,17393,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Netherlands,2020,18055,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Netherlands,2021,19241,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Poland,2010,3374,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Poland,2011,3911,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Poland,2012,4219,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Poland,2013,4442,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Poland,2014,4936,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Poland,2015,4424,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Poland,2016,4686,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Poland,2017,4883,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Poland,2018,5441,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Poland,2019,6077,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Poland,2020,6267,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Poland,2021,6875,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Portugal,2010,1333,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Portugal,2011,1196,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Portugal,2012,1154,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Portugal,2013,1231,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Portugal,2014,1269,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Portugal,2015,1179,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Portugal,2016,1534,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Portugal,2017,1510,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Portugal,2018,1617,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Portugal,2019,1500,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Portugal,2020,1501,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Portugal,2021,1622,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Romania,2010,3166,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Romania,2011,3161,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Romania,2012,2657,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Romania,2013,2853,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Romania,2014,2512,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Romania,2015,1968,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Romania,2016,1819,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Romania,2017,2240,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Romania,2018,2417,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Romania,2019,2453,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Romania,2020,2638,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Romania,2021,2900,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Sweden,2010,2558,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Sweden,2011,2787,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Sweden,2012,2823,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Sweden,2013,2681,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Sweden,2014,2818,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Sweden,2015,2640,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Sweden,2016,2855,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Sweden,2017,2831,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Sweden,2018,2759,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Sweden,2019,3083,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Sweden,2020,3096,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Sweden,2021,3288,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Slovenia,2010,1884,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Slovenia,2011,1734,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Slovenia,2012,2139,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Slovenia,2013,1866,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Slovenia,2014,1710,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Slovenia,2015,1966,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Slovenia,2016,1899,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Slovenia,2017,1783,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Slovenia,2018,2001,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Slovenia,2019,1863,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Slovenia,2020,1859,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Slovenia,2021,1983,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Slovakia,2010,1149,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Slovakia,2011,1540,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Slovakia,2012,1491,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Slovakia,2013,1546,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Slovakia,2014,1700,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Slovakia,2015,1557,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Slovakia,2016,1609,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Slovakia,2017,1883,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Slovakia,2018,2041,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Slovakia,2019,2354,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Slovakia,2020,2191,
ESTAT:ENV_AC_SD(1.0),09.12.22 23:00,Annual,Exports of waste for recovery - recycling,Total,Thousand tonnes,Slovakia,2021,2537,