DATAFLOW,LAST UPDATE,freq,indic_env,wst_oper,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Italy,2008,3600,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Italy,2010,3341,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Italy,2012,3733,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Italy,2014,4277,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Italy,2016,5011,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Italy,2018,6625,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Italy,2020,6456,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Lithuania,2004,221,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Lithuania,2006,225,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Lithuania,2008,121,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Lithuania,2010,152,e
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Lithuania,2012,149,e
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Lithuania,2014,187,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Lithuania,2016,216,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Lithuania,2018,228,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Lithuania,2020,288,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Luxembourg,2006,89,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Luxembourg,2008,89,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Luxembourg,2010,92,s
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Luxembourg,2012,94,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Luxembourg,2014,94,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Luxembourg,2016,98,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Luxembourg,2018,87,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Luxembourg,2020,76,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Latvia,2004,22,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Latvia,2006,100,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Latvia,2008,131,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Latvia,2010,170,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Latvia,2012,170,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Latvia,2014,245,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Latvia,2016,252,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Latvia,2018,250,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Latvia,2020,220,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Montenegro,2016,5,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Montenegro,2018,5,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Malta,2004,4,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Malta,2006,4,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Malta,2008,7,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Malta,2010,26,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Malta,2012,37,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Malta,2014,40,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Malta,2016,47,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Malta,2018,41,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Malta,2020,59,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Netherlands,2004,202,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Netherlands,2006,200,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Netherlands,2008,221,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Netherlands,2010,250,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Netherlands,2012,236,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Netherlands,2014,234,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Netherlands,2016,231,s
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Netherlands,2018,318,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Netherlands,2020,318,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Norway,2004,91,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Norway,2006,98,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Norway,2008,45,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Norway,2010,115,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Norway,2012,146,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Norway,2014,138,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Norway,2016,172,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Norway,2018,188,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Norway,2020,159,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Poland,2004,630,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Poland,2006,754,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Poland,2008,866,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Poland,2010,1068,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Poland,2012,961,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Poland,2014,2766,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Poland,2016,2858,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Poland,2018,3095,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Poland,2020,1782,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Portugal,2004,9,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Portugal,2006,513,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Portugal,2008,9,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Portugal,2010,9,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Portugal,2012,540,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Portugal,2014,174,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Portugal,2018,160,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Portugal,2020,251,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Romania,2004,2,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Romania,2006,96,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Romania,2008,208,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Romania,2010,112,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Romania,2012,267,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Romania,2014,289,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Romania,2016,305,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Romania,2018,220,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Romania,2020,311,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Serbia,2014,177,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Serbia,2018,217,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Serbia,2020,299,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Sweden,2004,12924,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Sweden,2006,502,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Sweden,2008,285,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Sweden,2010,1012,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Sweden,2012,467,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Sweden,2014,367,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Sweden,2016,517,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Sweden,2018,480,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Sweden,2020,418,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Slovenia,2004,106,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Slovenia,2006,157,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Slovenia,2008,282,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Slovenia,2010,395,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Slovenia,2012,425,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Slovenia,2014,543,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Slovenia,2016,566,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Slovenia,2018,639,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Slovenia,2020,843,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Slovakia,2004,244,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Slovakia,2006,350,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Slovakia,2008,365,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Slovakia,2010,64,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Slovakia,2012,311,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Slovakia,2014,411,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Slovakia,2016,639,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Slovakia,2018,644,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Slovakia,2020,548,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Turkiye,2004,5,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Turkiye,2006,4,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Turkiye,2008,6,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Turkiye,2010,71,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Turkiye,2012,557,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),Turkiye,2014,829,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),United Kingdom,2006,26737,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),United Kingdom,2008,27251,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),United Kingdom,2010,20388,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),United Kingdom,2012,3542,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),United Kingdom,2014,3534,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),United Kingdom,2016,3506,
ESTAT:ENV_WASFAC(1.0),14.09.22 23:00,Annual,Facilities - number,Recovery - recycling and backfilling (R2-R11),United Kingdom,2018,3536,