DATAFLOW,LAST UPDATE,freq,unit,hazard,wst_oper,waste,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Italy,2006,115960860,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Italy,2008,127894045,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Italy,2010,127156431,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Italy,2012,130460276,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Italy,2014,129673711,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Italy,2016,136041718,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Italy,2018,147413229,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Italy,2020,147037168,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Lithuania,2004,4579718,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Lithuania,2006,5205504,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Lithuania,2008,5626417,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Lithuania,2010,4545657,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Lithuania,2012,4286864,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Lithuania,2014,4540740,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Lithuania,2016,4840314,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Lithuania,2018,4622311,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Lithuania,2020,4142543,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Luxembourg,2004,10217449,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Luxembourg,2006,10243110,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Luxembourg,2008,11632148,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Luxembourg,2010,12424150,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Luxembourg,2012,10301845,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Luxembourg,2014,8534002,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Luxembourg,2016,11327677,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Luxembourg,2018,10420312,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Luxembourg,2020,9731917,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Latvia,2004,988139,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Latvia,2006,1151491,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Latvia,2008,1386268,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Latvia,2010,1005754,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Latvia,2012,1573391,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Latvia,2014,1940568,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Latvia,2016,1836258,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Latvia,2018,1712697,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Latvia,2020,2136323,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Montenegro,2012,1002973,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Montenegro,2014,1037658,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Montenegro,2016,991610,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Montenegro,2018,1048957,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Montenegro,2020,1055441,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,North Macedonia,2008,1502977,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,North Macedonia,2010,2106039,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,North Macedonia,2012,9023357,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,North Macedonia,2014,1499136,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,North Macedonia,2018,1216475,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,North Macedonia,2020,1456673,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Malta,2004,3097939,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Malta,2006,2778385,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Malta,2008,1951039,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Malta,2010,1214149,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Malta,2012,1298971,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Malta,2014,1287613,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Malta,2016,1349095,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Malta,2018,2143021,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Malta,2020,2743644,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Netherlands,2004,85826150,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Netherlands,2006,93008395,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Netherlands,2008,97272468,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Netherlands,2010,113720073,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Netherlands,2012,118051339,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Netherlands,2014,130094410,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Netherlands,2016,139879536,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Netherlands,2018,144742308,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Netherlands,2020,121994530,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Norway,2004,6501333,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Norway,2006,8708776,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Norway,2008,9536530,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Norway,2010,6292239,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Norway,2012,10102881,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Norway,2014,10190153,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Norway,2016,11031502,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Norway,2018,14128951,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Norway,2020,12481210,b
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Poland,2004,128581819,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Poland,2006,170285471,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Poland,2008,139523648,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Poland,2010,146580065,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Poland,2012,160696840,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Poland,2014,182435351,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Poland,2016,163002317,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Poland,2018,160334190,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Poland,2020,184372893,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Portugal,2004,23945324,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Portugal,2006,24597037,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Portugal,2008,13406272,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Portugal,2010,9985613,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Portugal,2012,9789974,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Portugal,2014,10940974,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Portugal,2016,9669229,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Portugal,2018,10346970,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Portugal,2020,10916902,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Romania,2004,210514539,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Romania,2006,163066731,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Romania,2008,158506769,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Romania,2010,199134910,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Romania,2012,247552111,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Romania,2014,172452079,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Romania,2016,175698723,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Romania,2018,200027786,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Romania,2020,137909622,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Serbia,2010,33145725,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Serbia,2012,55022633,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Serbia,2014,49444834,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Serbia,2016,48515826,b
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Serbia,2018,50993105,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Serbia,2020,58186023,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Sweden,2004,87181191,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Sweden,2006,90563083,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Sweden,2008,81352104,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Sweden,2010,110475753,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Sweden,2012,151224958,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Sweden,2014,163286978,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Sweden,2016,137021154,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Sweden,2018,131575916,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Sweden,2020,144471109,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Slovenia,2004,4990764,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Slovenia,2006,4237840,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Slovenia,2008,5242487,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Slovenia,2010,5638491,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Slovenia,2012,5068287,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Slovenia,2014,5444784,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Slovenia,2016,4810258,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Slovenia,2018,8313813,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Slovenia,2020,7144864,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Slovakia,2004,12104130,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Slovakia,2006,12729725,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Slovakia,2008,9242610,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Slovakia,2010,7692334,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Slovakia,2012,7051623,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Slovakia,2014,7091829,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Slovakia,2016,7923648,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Slovakia,2018,8508895,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Slovakia,2020,10369015,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Turkiye,2004,56480006,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Turkiye,2006,41039294,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Turkiye,2008,60230196,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Turkiye,2010,55239243,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Turkiye,2012,67944569,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Turkiye,2014,79268271,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Turkiye,2016,100473043,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Turkiye,2018,134277450,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Turkiye,2020,153269004,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,United Kingdom,2004,217189763,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,United Kingdom,2006,241460991,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,United Kingdom,2008,265086442,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,United Kingdom,2010,200194746,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,United Kingdom,2012,192858221,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,United Kingdom,2014,205109476,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,United Kingdom,2016,211489671,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,United Kingdom,2018,214836586,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Kosovo (under United Nations Security Council Resolution 1244/99),2016,395251,
ESTAT:ENV_WASTRT(1.0),15.09.22 11:00,Annual,Tonne,Hazardous and non-hazardous - Total,Waste treatment,Total waste,Kosovo (under United Nations Security Council Resolution 1244/99),2020,2592895,